reading_id,date,hour,location_id,PM2.5,PM10,NO2,CO,O3,AQI_value,AQI_category,neighborhood_name,zone_type,population_density,avg_income_level,distance_from_city_center_km,temperature,humidity,wind_speed,rainfall
35172,2024-05-26,13,2,25.8,34.4,30.0,1.9,8.4,43.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35173,2024-05-26,13,3,33.0,44.0,47.0,0.6,9.5,55.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35174,2024-05-26,13,4,45.6,60.8,46.2,0.3,25.5,76.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35175,2024-05-26,13,5,37.8,50.4,27.0,1.2,29.6,63.0,Moderate,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35176,2024-05-26,13,6,36.6,48.8,29.1,1.4,8.4,61.0,Moderate,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35177,2024-05-26,13,7,15.6,20.8,26.8,0.2,37.3,26.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35178,2024-05-26,13,8,55.8,74.4,27.4,1.0,34.8,93.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35179,2024-05-26,13,9,31.2,41.6,30.4,0.6,35.5,72.66666666666667,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35180,2024-05-26,13,10,26.4,35.2,47.8,0.8,32.7,52.333333333333336,Good,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35181,2024-05-26,14,1,19.2,25.6,24.6,0.9,21.1,32.0,Good,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35182,2024-05-26,14,2,27.6,36.8,32.1,1.6,27.7,46.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35183,2024-05-26,14,3,35.4,47.2,34.0,1.4,5.1,59.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35184,2024-05-26,14,4,43.2,57.6,29.0,0.4,9.4,72.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35185,2024-05-26,14,5,33.0,44.0,33.4,1.1,34.4,55.0,Moderate,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35186,2024-05-26,14,6,30.6,40.8,44.6,0.3,21.8,51.0,Moderate,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35187,2024-05-26,14,7,27.2,36.8,14.8,0.4,10.6,46.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35188,2024-05-26,14,8,23.8,77.6,18.7,1.6,6.8,97.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35189,2024-05-26,14,9,20.4,27.2,12.3,1.3,6.3,34.0,Good,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35190,2024-05-26,14,10,19.2,25.6,39.6,1.2,15.6,32.0,Good,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35191,2024-05-26,15,1,25.8,34.4,23.3,1.7,30.1,43.0,Good,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35192,2024-05-26,15,2,35.4,33.6,44.4,0.9,13.0,42.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35193,2024-05-26,15,3,45.0,60.0,43.3,1.0,22.7,75.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35194,2024-05-26,15,4,43.2,57.6,38.5,1.3,5.3,72.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35195,2024-05-26,15,5,39.0,52.0,32.2,1.5,30.0,65.0,Moderate,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35196,2024-05-26,15,6,24.0,32.0,28.9,0.2,19.6,40.0,Good,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35197,2024-05-26,15,7,25.2,33.6,30.2,0.1,10.4,42.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35198,2024-05-26,15,8,45.6,60.8,30.0,0.3,19.6,76.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35199,2024-05-26,15,9,36.0,48.0,20.4,1.2,5.7,60.0,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35200,2024-05-26,15,10,22.2,29.6,38.8,0.7,19.7,37.0,Good,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35201,2024-05-26,16,1,33.6,44.8,26.9,1.0,18.6,56.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35202,2024-05-26,16,2,21.6,28.8,29.9,1.3,7.7,36.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35203,2024-05-26,16,3,49.2,65.6,14.9,0.9,29.9,82.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35204,2024-05-26,16,4,40.2,53.6,42.4,1.8,9.9,67.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35205,2024-05-26,16,5,27.6,36.8,12.1,1.6,27.0,46.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35206,2024-05-26,16,6,28.2,37.6,13.8,0.8,37.5,47.0,Good,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35207,2024-05-26,16,7,25.2,33.6,47.6,1.8,36.5,42.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35208,2024-05-26,16,8,44.4,59.2,49.1,1.0,26.3,74.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35209,2024-05-26,16,9,20.4,27.2,25.7,0.7,28.7,34.0,Good,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35210,2024-05-26,16,10,18.0,24.0,24.6,0.4,15.0,30.0,Good,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35211,2024-05-26,17,1,33.6,44.8,46.5,1.9,15.6,56.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35212,2024-05-26,17,2,29.700000000000003,18.4,28.4,1.0,6.0,23.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35213,2024-05-26,17,3,25.8,34.4,25.4,1.7,14.4,43.0,Good,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35214,2024-05-26,17,4,33.6,44.8,49.3,2.0,28.9,56.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35215,2024-05-26,17,5,14.4,19.2,31.6,0.7,7.4,24.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35216,2024-05-26,17,6,40.2,53.6,32.8,0.6,35.7,67.0,Moderate,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35217,2024-05-26,17,7,27.6,36.8,40.8,0.7,26.9,46.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35218,2024-05-26,17,8,53.4,71.2,18.2,1.1,29.4,89.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35219,2024-05-26,17,9,14.4,19.2,35.9,1.9,27.9,24.0,Good,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35220,2024-05-26,17,10,37.8,50.4,11.7,0.2,11.7,63.0,Moderate,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35221,2024-05-26,18,1,54.0,72.0,28.8,1.2,10.4,90.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35222,2024-05-26,18,2,62.4,83.2,19.8,1.8,24.1,104.0,Unhealthy for Sensitive Groups,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35223,2024-05-26,18,3,69.6,92.8,31.5,0.6,25.6,116.0,Unhealthy for Sensitive Groups,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35224,2024-05-26,18,4,72.0,96.0,44.2,1.5,9.1,120.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35225,2024-05-26,18,5,63.0,84.0,14.3,1.0,14.4,105.0,Unhealthy for Sensitive Groups,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35226,2024-05-26,18,6,70.2,93.6,34.9,1.8,8.1,117.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35227,2024-05-26,18,7,41.4,55.2,43.1,1.9,8.3,69.0,Moderate,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35228,2024-05-26,18,8,62.4,83.2,16.6,0.5,24.2,104.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35229,2024-05-26,18,9,41.4,55.2,45.6,1.0,11.5,69.0,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35230,2024-05-26,18,10,80.4,107.2,12.2,1.8,16.8,134.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35231,2024-05-26,19,1,50.4,67.2,10.3,0.2,22.0,84.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35232,2024-05-26,19,2,70.8,94.4,37.0,0.8,22.6,118.0,Unhealthy for Sensitive Groups,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35233,2024-05-26,19,3,55.8,74.4,41.0,0.3,9.1,115.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35234,2024-05-26,19,4,67.2,89.6,41.7,0.6,34.6,112.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35235,2024-05-26,19,5,61.8,82.4,37.1,0.7,8.7,103.0,Unhealthy for Sensitive Groups,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35236,2024-05-26,19,6,73.8,98.4,23.3,0.6,33.2,123.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35237,2024-05-26,19,7,58.8,78.4,39.4,0.3,10.2,98.0,Moderate,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35238,2024-05-26,19,8,84.0,112.0,15.9,1.4,39.6,140.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35239,2024-05-26,19,9,46.2,61.6,11.1,0.3,32.1,77.0,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35240,2024-05-26,19,10,73.2,97.6,16.3,1.6,7.7,122.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35241,2024-05-26,20,1,31.8,42.4,37.2,1.5,7.8,53.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35242,2024-05-26,20,2,20.4,27.2,39.4,1.1,34.2,34.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35243,2024-05-26,20,3,36.6,48.8,23.9,0.2,29.2,61.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35244,2024-05-26,20,4,57.0,76.0,23.9,1.2,37.6,95.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35245,2024-05-26,20,5,27.0,36.0,35.1,1.1,32.3,45.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35246,2024-05-26,20,6,16.2,21.6,20.5,1.3,24.6,27.0,Good,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35247,2024-05-26,20,7,31.8,42.4,10.7,0.7,26.9,53.0,Moderate,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35248,2024-05-26,20,8,55.2,73.6,18.9,1.8,28.3,92.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35249,2024-05-26,20,9,20.4,27.2,41.4,0.8,38.1,34.0,Good,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35250,2024-05-26,20,10,36.6,48.8,26.1,0.3,19.2,61.0,Moderate,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35251,2024-05-26,21,1,30.6,40.8,12.3,1.0,34.9,51.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35252,2024-05-26,21,2,6.0,8.0,35.5,1.9,14.2,10.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35253,2024-05-26,21,3,31.8,42.4,26.2,1.5,36.0,53.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35254,2024-05-26,21,4,44.4,59.2,40.3,2.0,29.8,74.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35255,2024-05-26,21,5,22.2,29.6,17.9,0.4,18.1,37.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35256,2024-05-26,21,6,31.2,41.6,46.2,0.8,32.3,52.0,Moderate,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35257,2024-05-26,21,7,29.4,39.2,35.8,1.6,25.3,49.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35258,2024-05-26,21,8,40.2,53.6,33.4,1.7,24.3,67.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35259,2024-05-26,21,9,31.8,42.4,47.4,1.4,13.8,53.0,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35260,2024-05-26,21,10,41.4,55.2,43.6,0.9,19.2,69.0,Moderate,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35261,2024-05-26,22,1,42.0,56.0,30.9,1.5,21.4,70.0,Moderate,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35262,2024-05-26,22,2,39.6,52.8,14.3,1.7,19.0,66.0,Moderate,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35263,2024-05-26,22,3,51.6,68.8,39.9,1.5,23.8,86.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35264,2024-05-26,22,4,37.2,49.6,46.3,0.5,23.7,62.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35265,2024-05-26,22,5,27.0,36.0,48.0,0.8,12.2,45.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35266,2024-05-26,22,6,29.4,39.2,42.1,0.7,33.7,49.0,Good,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35267,2024-05-26,22,7,53.4,71.2,46.4,1.6,32.8,89.0,Moderate,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35268,2024-05-26,22,8,53.4,71.2,30.1,1.2,26.6,89.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35269,2024-05-26,22,9,36.6,48.8,18.0,0.2,15.3,61.0,Moderate,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35270,2024-05-26,22,10,39.6,52.8,13.3,1.7,17.7,66.0,Moderate,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35271,2024-05-26,23,1,6.0,8.0,24.1,1.2,33.9,10.0,Good,Industrial Heights,Industrial,50000,87311,12,17.3,86,7.3,9.7
35272,2024-05-26,23,2,16.8,22.4,32.7,0.2,16.0,28.0,Good,Green Valley,Residential,35000,51854,15,11.9,46,9.7,0.0
35273,2024-05-26,23,3,29.4,39.2,42.2,0.3,34.9,51.0,Good,Downtown Core,Commercial,80000,66108,2,17.0,79,14.4,0.0
35274,2024-05-26,23,4,44.4,59.2,25.9,0.3,33.4,74.0,Moderate,East Port,Industrial,45000,87308,8,13.7,45,5.8,0.0
35275,2024-05-26,23,5,27.0,36.0,47.8,0.7,25.0,45.0,Good,Westside Suburbs,Residential,60000,53094,20,15.1,67,6.3,0.0
35276,2024-05-26,23,6,40.2,53.6,34.3,0.2,19.1,67.0,Moderate,Central Business District,Commercial,25000,48067,1,20.9,65,13.1,0.0
35277,2024-05-26,23,7,6.0,8.0,24.5,1.4,19.4,10.0,Good,North Park,Residential,40000,77384,10,26.3,70,10.6,0.0
35278,2024-05-26,23,8,45.6,60.8,30.0,0.8,8.9,76.0,Moderate,South Refinery,Industrial,30000,69515,14,20.0,73,21.4,0.0
35279,2024-05-26,23,9,19.2,25.6,12.6,0.2,6.9,78.0,Good,Riverside,Residential,55000,62322,5,12.0,76,19.3,0.0
35280,2024-05-26,23,10,48.0,64.0,17.1,1.3,24.3,80.0,Moderate,Market District,Commercial,42000,81651,4,20.2,73,23.1,0.0
35281,2024-05-27,0,1,52.8,70.4,32.0,0.7,39.4,88.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35282,2024-05-27,0,2,22.2,29.6,10.0,1.1,14.9,37.0,Good,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35283,2024-05-27,0,3,19.8,26.4,43.4,0.4,37.4,33.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35284,2024-05-27,0,4,32.4,43.2,24.8,1.4,28.8,54.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35285,2024-05-27,0,5,29.4,39.2,27.9,1.9,22.7,49.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35286,2024-05-27,0,6,32.4,43.2,31.7,1.3,33.4,54.0,Moderate,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35287,2024-05-27,0,7,16.2,21.6,24.3,1.0,29.1,27.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35288,2024-05-27,0,8,59.4,79.2,28.2,1.3,9.5,99.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35289,2024-05-27,0,9,26.4,35.2,43.9,1.0,21.1,44.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35290,2024-05-27,0,10,30.0,40.0,40.9,0.9,9.6,50.0,Good,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35291,2024-05-27,1,1,42.0,56.0,43.3,1.1,39.2,70.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35292,2024-05-27,1,2,27.0,36.0,47.1,0.2,8.2,45.0,Good,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35293,2024-05-27,1,3,20.4,27.2,48.7,1.0,30.8,34.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35294,2024-05-27,1,4,48.0,64.0,15.6,0.6,31.6,80.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35295,2024-05-27,1,5,12.6,16.8,10.5,1.3,11.2,21.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35296,2024-05-27,1,6,26.4,35.2,29.4,1.2,12.8,44.0,Good,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35297,2024-05-27,1,7,16.8,22.4,43.2,1.1,17.1,28.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35298,2024-05-27,1,8,46.2,61.6,34.7,0.2,15.5,77.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35299,2024-05-27,1,9,23.4,31.2,11.4,0.8,9.3,39.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35300,2024-05-27,1,10,34.2,45.6,23.2,1.6,12.5,57.0,Moderate,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35301,2024-05-27,2,1,46.8,62.4,30.5,1.6,8.0,78.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35302,2024-05-27,2,2,40.8,54.4,15.3,1.7,27.8,68.0,Moderate,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35303,2024-05-27,2,3,25.2,33.6,16.8,1.5,11.0,42.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35304,2024-05-27,2,4,58.2,77.6,17.6,0.4,6.7,97.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35305,2024-05-27,2,5,27.6,36.8,36.3,0.2,5.3,46.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35306,2024-05-27,2,6,36.6,48.8,37.1,1.8,37.7,61.0,Moderate,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35307,2024-05-27,2,7,27.6,36.8,33.6,0.7,5.2,46.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35308,2024-05-27,2,8,49.8,66.4,12.3,1.3,22.1,83.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35309,2024-05-27,2,9,31.2,41.6,23.6,1.0,37.3,52.0,Moderate,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35310,2024-05-27,2,10,27.0,36.0,34.5,0.1,8.6,45.0,Good,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35311,2024-05-27,3,1,54.0,72.0,34.7,0.3,35.0,90.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35312,2024-05-27,3,2,25.2,33.6,24.6,0.8,25.7,42.0,Good,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35313,2024-05-27,3,3,6.0,8.0,10.8,1.7,36.3,10.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35314,2024-05-27,3,4,48.6,64.8,15.4,1.9,20.7,81.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35315,2024-05-27,3,5,12.0,16.0,47.3,1.9,16.3,20.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35316,2024-05-27,3,6,30.6,40.8,30.7,1.8,35.9,51.0,Moderate,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35317,2024-05-27,3,7,22.2,29.6,32.0,1.4,27.3,37.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35318,2024-05-27,3,8,34.2,45.6,22.5,0.1,7.4,57.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35319,2024-05-27,3,9,23.4,31.2,49.4,0.9,24.1,39.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35320,2024-05-27,3,10,36.6,48.8,46.4,0.1,37.3,61.0,Moderate,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35321,2024-05-27,4,1,54.6,72.8,18.1,1.0,34.9,91.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35322,2024-05-27,4,2,19.8,26.4,23.4,0.7,39.1,33.0,Good,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35323,2024-05-27,4,3,20.4,27.2,10.5,1.3,17.0,34.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35324,2024-05-27,4,4,46.8,62.4,35.2,1.2,16.0,78.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35325,2024-05-27,4,5,19.8,26.4,35.4,0.8,33.4,33.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35326,2024-05-27,4,6,20.4,27.2,11.7,0.3,33.9,34.0,Good,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35327,2024-05-27,4,7,22.8,30.4,23.8,1.7,8.5,38.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35328,2024-05-27,4,8,54.6,72.8,13.0,1.5,35.2,91.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35329,2024-05-27,4,9,15.0,20.0,24.2,1.9,21.3,25.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35330,2024-05-27,4,10,33.6,44.8,43.1,0.8,9.4,56.0,Moderate,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35331,2024-05-27,5,1,46.8,62.4,46.3,1.1,6.2,78.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35332,2024-05-27,5,2,33.6,44.8,39.3,0.5,15.4,56.0,Moderate,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35333,2024-05-27,5,3,18.0,24.0,30.3,1.0,15.5,30.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35334,2024-05-27,5,4,50.4,67.2,18.3,1.4,38.7,84.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35335,2024-05-27,5,5,23.4,31.2,12.2,0.3,10.4,39.0,Good,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35336,2024-05-27,5,6,31.2,41.6,10.8,0.3,13.6,52.0,Moderate,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35337,2024-05-27,5,7,13.2,17.6,20.4,0.1,28.6,22.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35338,2024-05-27,5,8,45.0,60.0,44.7,1.3,30.0,75.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35339,2024-05-27,5,9,27.0,36.0,14.5,0.5,26.6,68.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35340,2024-05-27,5,10,36.6,48.8,35.2,1.1,14.2,61.0,Moderate,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35341,2024-05-27,6,1,61.2,81.6,46.8,1.6,34.5,102.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35342,2024-05-27,6,2,32.4,43.2,44.9,0.3,31.3,54.0,Moderate,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35343,2024-05-27,6,3,28.8,38.4,13.9,0.8,6.7,48.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35344,2024-05-27,6,4,29.4,39.2,41.1,0.4,39.2,49.0,Good,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
35345,2024-05-27,6,5,37.8,50.4,36.9,0.4,35.8,63.0,Moderate,Westside Suburbs,Residential,60000,53094,20,14.1,50,17.9,0.0
35346,2024-05-27,6,6,38.4,51.2,30.9,0.3,15.5,64.0,Moderate,Central Business District,Commercial,25000,48067,1,21.2,43,18.9,0.0
35347,2024-05-27,6,7,27.6,36.8,22.1,1.3,17.8,46.0,Good,North Park,Residential,40000,77384,10,17.4,63,7.0,0.0
35348,2024-05-27,6,8,55.8,74.4,27.0,0.5,30.0,93.0,Moderate,South Refinery,Industrial,30000,69515,14,20.1,45,22.4,0.0
35349,2024-05-27,6,9,24.0,32.0,23.7,1.4,22.4,40.0,Good,Riverside,Residential,55000,62322,5,13.6,69,14.3,0.0
35350,2024-05-27,6,10,25.8,34.4,33.6,1.9,20.3,43.0,Good,Market District,Commercial,42000,81651,4,15.8,40,9.2,0.0
35351,2024-05-27,7,1,60.6,80.8,13.8,0.4,23.3,101.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,24.0,67,8.5,0.0
35352,2024-05-27,7,2,16.8,22.4,25.9,1.2,32.2,28.0,Good,Green Valley,Residential,35000,51854,15,15.0,74,6.2,0.0
35353,2024-05-27,7,3,9.0,12.0,44.5,0.2,33.1,15.0,Good,Downtown Core,Commercial,80000,66108,2,17.3,77,11.8,10.5
35354,2024-05-27,7,4,45.6,60.8,31.5,0.7,13.9,76.0,Moderate,East Port,Industrial,45000,87308,8,18.1,60,19.6,0.0
